,Borough,Neighborhood,Category,ID,Name
0,Bronx,Wakefield,4d375ce799fe8eec99fd2355,Ripe Kitchen & Bar,Caribbean Restaurant
1,Bronx,Wakefield,4c9e50e38afca09379b2ff15,Ali's Roti Shop,Caribbean Restaurant
2,Bronx,Wakefield,4c10f6aece57c92804a682d2,Jackie's West Indian Bakery,Caribbean Restaurant
3,Bronx,Wakefield,508af256e4b0578944c87392,Cooler Runnings Jamaican Restaurant Inc,Caribbean Restaurant
4,Bronx,Wakefield,55bff8a5498e67af2457ca92,Paula's Soul Cafe,Southern / Soul Food Restaurant
5,Bronx,Wakefield,4be5f0eacf200f47d1fa133c,McDonald's,Fast Food Restaurant
6,Bronx,Wakefield,4bf5c0a294b2a5937c42acee,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
7,Bronx,Wakefield,4e4e0e38bd4101d0d7a12e00,McDonald's,Fast Food Restaurant
8,Bronx,Wakefield,4bc256eb920eb713cd1b1c2c,McDonald's,Fast Food Restaurant
9,Bronx,Wakefield,4edbac4e775bcc53fc0ed5f8,Hong Kong China King,Chinese Restaurant
10,Bronx,Wakefield,4e1627498877d38dc9037a11,New China Gardens,Asian Restaurant
11,Bronx,Co-op City,524b6ca6498e92aa03e03ff4,Dumplin Shop,Dumpling Restaurant
12,Bronx,Co-op City,4baab2b0f964a520c7803ae3,Country Thyme Cuisine,Caribbean Restaurant
13,Bronx,Co-op City,4b96e429f964a520c6eb34e3,Red Lobster,Seafood Restaurant
14,Bronx,Co-op City,58a9ca678ae363643f8827a2,Sangria Cafe,Spanish Restaurant
15,Bronx,Co-op City,5c47a4b21953f3002c558218,Chipotle Mexican Grill,Mexican Restaurant
16,Bronx,Co-op City,5bc797c82d2fd9002c1b3ec6,Arby's,Fast Food Restaurant
17,Bronx,Co-op City,58582b156431e554e165d909,Moe's Southwest Grill,Mexican Restaurant
18,Bronx,Co-op City,4c7ede131009a09349d1454e,McDonald's,Fast Food Restaurant
19,Bronx,Co-op City,4be2b79d660ec9284d04ca3b,Townhouse Restaurant,Restaurant
20,Bronx,Co-op City,4bb0ebe3f964a5205c6a3ce3,Applebee's Grill + Bar,American Restaurant
21,Bronx,Co-op City,4c28fb31fe6e2d7fa81e543c,Kennedy's,Fast Food Restaurant
22,Bronx,Co-op City,4c757642b474a1cd2858b9bf,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
23,Bronx,Co-op City,4c66dcfaaebea593955a74d0,Chinese Buffet,Chinese Restaurant
24,Bronx,Eastchester,515cc20ce4b0deb133b8e89b,Fish & Ting,Caribbean Restaurant
25,Bronx,Eastchester,4bfdd3dfb68d0f47fa6fe957,Dyre Fish Market,Seafood Restaurant
26,Bronx,Eastchester,57acd299498ec1bb717dcdd5,Taco Bell,Fast Food Restaurant
27,Bronx,Eastchester,59e50faa3149b91759f70437,Chipotle Mexican Grill,Mexican Restaurant
28,Bronx,Eastchester,50f9fef3e4b0c2329117b8a8,Yumi Asian Bistro & Hibachi Steak House,Asian Restaurant
29,Bronx,Eastchester,4bc8ffff511f9521c6eaacc7,Wendy's,Fast Food Restaurant
30,Bronx,Eastchester,4c632fbaeb82d13a3c5007d6,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
31,Bronx,Eastchester,4c0dac537189c928c871d7b6,Jimmy's Best Chinese Restaurant,Asian Restaurant
32,Bronx,Eastchester,4c406f2e6c1a9521a042b96a,McDonald's,Fast Food Restaurant
33,Bronx,Eastchester,4dbf84a24df0f8fd6b88c9b6,Royal Caribbean Bakery,Caribbean Restaurant
34,Bronx,Eastchester,4c6c47ec1fb2a1434807fbe6,Pimento Caribbean Restaurant,Caribbean Restaurant
35,Bronx,Eastchester,4c757642b474a1cd2858b9bf,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
36,Bronx,Eastchester,4dabc3dc93a04642f09ccabd,Xing Lung Chinese Restaurant,Chinese Restaurant
37,Bronx,Fieldston,4f653ac0e4b0bf1012abaf2d,Tin Marin,Tapas Restaurant
38,Bronx,Fieldston,4bc39d1d2a89ef3bdf49f588,Greek Express,Greek Restaurant
39,Bronx,Fieldston,523f6e14498ef6fdefc0d690,Burrito Shop,Mexican Restaurant
40,Bronx,Fieldston,4b78ba71f964a5209fdf2ee3,Santa Fe Grill & Bar,Mexican Restaurant
41,Bronx,Fieldston,4b57488bf964a5202f2f28e3,Burger King,Fast Food Restaurant
42,Bronx,Fieldston,5a5117dafebf316fdc2115da,Blue Charcoal Grill,Restaurant
43,Bronx,Riverdale,503cfaffe4b066d39de5005a,Aoyu Japanese Restaurant,Japanese Restaurant
44,Bronx,Riverdale,4b0b311af964a520642e23e3,Palace of Japan,Japanese Restaurant
45,Bronx,Riverdale,4f653ac0e4b0bf1012abaf2d,Tin Marin,Tapas Restaurant
46,Bronx,Riverdale,590e5d2ce96d0c61de2dcf1d,Cocina Chente,Mexican Restaurant
47,Bronx,Riverdale,59dbf19108f521354f91e748,The Hill Bistro,Restaurant
48,Bronx,Riverdale,4bc39d1d2a89ef3bdf49f588,Greek Express,Greek Restaurant
49,Bronx,Riverdale,55aaee4d498e3cbb70e625d6,Bella Notte Pizzeria,Italian Restaurant
50,Bronx,Riverdale,4b94a4a2f964a520787f34e3,Nam Thai,Thai Restaurant
51,Bronx,Riverdale,4b2286f1f964a5205a4824e3,Hunan Balcony,Chinese Restaurant
52,Bronx,Riverdale,4db45c96fa8c350240e35919,Metate,Mexican Restaurant
53,Bronx,Kingsbridge,55297008498e9286460da191,Leche y Miel,Latin American Restaurant
54,Bronx,Kingsbridge,4bd8e98811dcc928f865f833,El Malecon,Caribbean Restaurant
55,Bronx,Kingsbridge,5217dd2811d2d06ccafb77d3,Estrellita Poblana V,Mexican Restaurant
56,Bronx,Kingsbridge,4ce81d330f196dcb5d2b43ae,Picante Picante Mexican Restaurant,Mexican Restaurant
57,Bronx,Kingsbridge,590e5d2ce96d0c61de2dcf1d,Cocina Chente,Mexican Restaurant
58,Bronx,Kingsbridge,59dbf19108f521354f91e748,The Hill Bistro,Restaurant
59,Bronx,Kingsbridge,553d5376498e322eb4d37a1b,Chipotle Mexican Grill,Mexican Restaurant
60,Bronx,Kingsbridge,4f653ac0e4b0bf1012abaf2d,Tin Marin,Tapas Restaurant
61,Bronx,Kingsbridge,503cfaffe4b066d39de5005a,Aoyu Japanese Restaurant,Japanese Restaurant
62,Bronx,Kingsbridge,4b0b311af964a520642e23e3,Palace of Japan,Japanese Restaurant
63,Bronx,Kingsbridge,4ca785a597c8a1cd7e577ba5,El Economico Restaurant,Spanish Restaurant
64,Bronx,Kingsbridge,4bc39d1d2a89ef3bdf49f588,Greek Express,Greek Restaurant
65,Bronx,Kingsbridge,4b9c9c6af964a520b27236e3,Land & Sea Restaurant,Seafood Restaurant
66,Bronx,Kingsbridge,50ea5611e4b044bdeead3ade,Q'Kachapa,Spanish Restaurant
67,Bronx,Kingsbridge,585c205665e7c70a2f1055ea,Boston Market,American Restaurant
68,Bronx,Kingsbridge,4b94a4a2f964a520787f34e3,Nam Thai,Thai Restaurant
69,Bronx,Kingsbridge,55aaee4d498e3cbb70e625d6,Bella Notte Pizzeria,Italian Restaurant
70,Bronx,Kingsbridge,523f6e14498ef6fdefc0d690,Burrito Shop,Mexican Restaurant
71,Bronx,Kingsbridge,4b2286f1f964a5205a4824e3,Hunan Balcony,Chinese Restaurant
72,Bronx,Kingsbridge,4db45c96fa8c350240e35919,Metate,Mexican Restaurant
73,Manhattan,Marble Hill,4bd8e98811dcc928f865f833,El Malecon,Caribbean Restaurant
74,Manhattan,Marble Hill,5217dd2811d2d06ccafb77d3,Estrellita Poblana V,Mexican Restaurant
75,Manhattan,Marble Hill,4ce81d330f196dcb5d2b43ae,Picante Picante Mexican Restaurant,Mexican Restaurant
76,Manhattan,Marble Hill,4b9c9c6af964a520b27236e3,Land & Sea Restaurant,Seafood Restaurant
77,Manhattan,Marble Hill,4ca785a597c8a1cd7e577ba5,El Economico Restaurant,Spanish Restaurant
78,Manhattan,Marble Hill,5830ff3044587f7beb2271cc,Guacamole,Mexican Restaurant
79,Manhattan,Marble Hill,585c205665e7c70a2f1055ea,Boston Market,American Restaurant
80,Manhattan,Marble Hill,4a739e29f964a520f5dc1fe3,Siam Square,Thai Restaurant
81,Manhattan,Marble Hill,582e5d1c0a4307645da0768c,Brown Sugar,Cuban Restaurant
82,Manhattan,Marble Hill,50ea5611e4b044bdeead3ade,Q'Kachapa,Spanish Restaurant
83,Manhattan,Marble Hill,4edeaa092c5b1dfcb9b07738,Empire19,Asian Restaurant
84,Manhattan,Marble Hill,4e3448cd6284ea7e10f38a0f,Caridad Spanish Restaurant,Spanish Restaurant
85,Manhattan,Marble Hill,4bcbae5d68f976b01da46183,Ming Moon Buffet,Chinese Restaurant
86,Manhattan,Marble Hill,4d965fd061a3a1cde4989a42,Lucky Star Chinese Restaurant,Chinese Restaurant
87,Bronx,Woodlawn,511edb6de4b0d58346fd272d,Patrizia's Of Woodlawn,Italian Restaurant
88,Bronx,Woodlawn,4c0448d9310fc9b6bf1dc761,Curry Spot,Indian Restaurant
89,Bronx,Woodlawn,4c543dd2728920a1ce756c82,Irish Coffee Shop,American Restaurant
90,Bronx,Woodlawn,4c9e50e38afca09379b2ff15,Ali's Roti Shop,Caribbean Restaurant
91,Bronx,Woodlawn,4d3cb3026b3d236a066a6364,Rivers Edge,Italian Restaurant
92,Bronx,Woodlawn,5b65e59064c8e1003946bf7e,The Kitchen,American Restaurant
93,Bronx,Woodlawn,4b8b0225f964a520088e32e3,KFC,Fast Food Restaurant
94,Bronx,Norwood,4e74ebead1643f93b1b05d2c,Queen of Tacos,Mexican Restaurant
95,Bronx,Norwood,4c031b49310fc9b64787c561,La Nueva Estrella,Caribbean Restaurant
96,Bronx,Norwood,4c816d75e602b1f78acb927a,V.I.P.'S Cafe,Restaurant
97,Bronx,Norwood,4e4d0389bd413c4cc66dfd84,Las Maravillas De Mexico,Mexican Restaurant
98,Bronx,Norwood,4b4f7901f964a520090827e3,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
99,Bronx,Norwood,4c49bf1d9f2ad13ae3f4b753,McDonald's,Fast Food Restaurant
100,Bronx,Norwood,4e2e08021838f1c552b6b8eb,Choi Yuan - Chinese Restaurant,Chinese Restaurant
101,Bronx,Norwood,4cdadbde958f236a337da903,El Presidente II,Spanish Restaurant
102,Bronx,Norwood,4bdec26be75c0f47f7a6c803,McDonald's,Fast Food Restaurant
103,Bronx,Norwood,4dd02b28d4c065592fa9a7fb,El Valled Restaurant,Latin American Restaurant
104,Bronx,Norwood,4b7435aef964a52042cd2de3,Caribe Restaurant,Spanish Restaurant
105,Bronx,Norwood,4d99de5a3bca41bd59e45cec,Burger King,Fast Food Restaurant
106,Bronx,Norwood,4e4d0387bd413c4cc66dfd72,Hung Hing Chinese Restaurant,Chinese Restaurant
107,Bronx,Norwood,4c3a5b280a71c9b6762844c9,Wok Wok,Chinese Restaurant
108,Bronx,Norwood,57c7322e498e1ebef77adee6,El Sabor Latino,Mexican Restaurant
109,Bronx,Williamsbridge,4cc9e32041e75481e92c5f84,Roc A Tone Restaurant,Seafood Restaurant
110,Bronx,Williamsbridge,4e4de62abd4101d0d79dae97,Gold Star Jerk And Seafood Center,Caribbean Restaurant
111,Bronx,Williamsbridge,4ba39e47f964a520944c38e3,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
112,Bronx,Williamsbridge,4b5667edf964a520110f28e3,Gold Star,Restaurant
113,Bronx,Williamsbridge,4c0e9b28d64c0f478778285d,Richie Rich Caribbean Taste Restaurant,Caribbean Restaurant
114,Bronx,Williamsbridge,4f2725d3e4b02a950113e0f0,Gooddine,Caribbean Restaurant
115,Bronx,Williamsbridge,4cb436afeb65b1f73c3688cd,New Taste West Indian American,Caribbean Restaurant
116,Bronx,Williamsbridge,4e4d6825bd413c4cc670d38c,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
117,Bronx,Williamsbridge,55f48fb5498e5835844196d2,Checkers,Fast Food Restaurant
118,Bronx,Williamsbridge,4ca7451314c337042fadc73b,The Dumplin Shop,Caribbean Restaurant
119,Bronx,Williamsbridge,4e80f9f74901296e474d432e,Fish Market,Seafood Restaurant
120,Bronx,Williamsbridge,4e4de613bd4101d0d79dac41,EC Soul Food And Seafood,Southern / Soul Food Restaurant
121,Bronx,Williamsbridge,4e4df7a9bd4101d0d79f472f,China Wok,Chinese Restaurant
122,Bronx,Baychester,4be2ecf6b02ec9b6a5064ec0,Caridad & Louie,Spanish Restaurant
123,Bronx,Baychester,4c9518076b35a143d5dc21dc,Fratelli's,Italian Restaurant
124,Bronx,Baychester,4b96e429f964a520c6eb34e3,Red Lobster,Seafood Restaurant
125,Bronx,Baychester,5411894d498e4a254a11a46c,Olive Garden,Italian Restaurant
126,Bronx,Baychester,5c47a4b21953f3002c558218,Chipotle Mexican Grill,Mexican Restaurant
127,Bronx,Baychester,58a9ca678ae363643f8827a2,Sangria Cafe,Spanish Restaurant
128,Bronx,Baychester,4c1a8bac8b3aa593a8c8955f,Dragon City,Chinese Restaurant
129,Bronx,Baychester,58582b156431e554e165d909,Moe's Southwest Grill,Mexican Restaurant
130,Bronx,Baychester,4c7ede131009a09349d1454e,McDonald's,Fast Food Restaurant
131,Bronx,Baychester,4ac18d7ff964a5207a9720e3,TGI Fridays,American Restaurant
132,Bronx,Baychester,4be5b76e910020a1435fd314,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
133,Bronx,Baychester,4cd1dfb17b6854812887c9f8,No. 1 Chinese Restaurant,Chinese Restaurant
134,Bronx,Baychester,4eadecbf9911d5c95181ee84,Yummy House,Chinese Restaurant
135,Bronx,Baychester,4b8efe8bf964a520564333e3,Rich Restaurant,Chinese Restaurant
136,Bronx,Baychester,5143a0d5e4b087df70ee760c,Caridad Restaurant at Kingsbridge,Latin American Restaurant
137,Bronx,Baychester,4e4df7a7bd4101d0d79f46f2,Golden Star Garden,Chinese Restaurant
138,Bronx,Pelham Parkway,4bf96ae65317a593d837017f,Enzo's,Italian Restaurant
139,Bronx,Pelham Parkway,4b9d6b45f964a52078ab36e3,Mr. Q's Chinese Restaurant,Chinese Restaurant
140,Bronx,Pelham Parkway,4c45c922f97fbe9a9e02bd30,Kiraku Hibachi & Sushi,Sushi Restaurant
141,Bronx,Pelham Parkway,4b10591af964a5205f6e23e3,Patricia's,Italian Restaurant
142,Bronx,Pelham Parkway,4b47f069f964a5208c4426e3,Pasta Pasta,Italian Restaurant
143,Bronx,Pelham Parkway,4bae4854f964a520ec9c3be3,Burektorja Dukagjini,Eastern European Restaurant
144,Bronx,Pelham Parkway,4c7dbf7f10916dcba78e2a96,Chef King,Chinese Restaurant
145,Bronx,Pelham Parkway,4c9699246b35a1436d4b2fdc,China Kitchen - Chinese take out,Chinese Restaurant
146,Bronx,Pelham Parkway,4e5e7440483bbc5f696e1d06,Diamante Poblano 2,Mexican Restaurant
147,Bronx,City Island,4514ed4df964a520e5391fe3,Artie's Steak and Seafood,Italian Restaurant
148,Bronx,City Island,4d7aa83ee540f04d66ba16dc,Bistro SK,French Restaurant
149,Bronx,City Island,4aa04654f964a520f33e20e3,Seafood City,Seafood Restaurant
150,Bronx,City Island,4ab6958ef964a520fb7720e3,Crab Shanty,Seafood Restaurant
151,Bronx,City Island,55905336498e1a9217de2a7a,Scavello's On The Island,Italian Restaurant
152,Bronx,City Island,45164517f964a5200a3a1fe3,Black Whale,American Restaurant
153,Bronx,City Island,4dbdf3d790a02849cbd675be,Ohana Japanese Habachi Seafood & Steakhouse,Japanese Restaurant
154,Bronx,City Island,5a71cd5526659b501bfa3cd3,Vistamar,Latin American Restaurant
155,Bronx,City Island,4bdde3caffdec928b0d7e6a1,Sea Shore Restaurant & Marina,Seafood Restaurant
156,Bronx,City Island,4baf7f4af964a520bc043ce3,Archie's,American Restaurant
157,Bronx,City Island,4a9ad800f964a5201c3320e3,Sammy's Fish Box Restaurant,Seafood Restaurant
158,Bronx,City Island,4ba53e04f964a520a7f038e3,Sammy's Shrimp Box Restaurant,Seafood Restaurant
159,Bronx,City Island,4bfc652bf14fa593c1f5c9d4,City Island Chinese Resturant,Chinese Restaurant
160,Bronx,City Island,4b80a1c3f964a520488230e3,Portofino Restaurant,Italian Restaurant
161,Bronx,City Island,531f7ea1498e56210466e0bd,Rays Cafe Resturant,Spanish Restaurant
162,Bronx,Bedford Park,4e4d0389bd413c4cc66dfd84,Las Maravillas De Mexico,Mexican Restaurant
163,Bronx,Bedford Park,4bab9998f964a520c8b73ae3,OK Mr. Pancho,Mexican Restaurant
164,Bronx,Bedford Park,4c031b49310fc9b64787c561,La Nueva Estrella,Caribbean Restaurant
165,Bronx,Bedford Park,4e4d0392bd413c4cc66dfde5,Shalon Restaurant,Spanish Restaurant
166,Bronx,Bedford Park,4e2e08021838f1c552b6b8eb,Choi Yuan - Chinese Restaurant,Chinese Restaurant
167,Bronx,Bedford Park,4ad88b9ff964a520301221e3,Hudson Garden Grill,New American Restaurant
168,Bronx,Bedford Park,4e4d0387bd413c4cc66dfd72,Hung Hing Chinese Restaurant,Chinese Restaurant
169,Bronx,Bedford Park,519aae54498ec1fda8c8ae81,La Rola Resturant,Spanish Restaurant
170,Bronx,Bedford Park,4bdec26be75c0f47f7a6c803,McDonald's,Fast Food Restaurant
171,Bronx,University Heights,50bd5089e4b0e53ea372c8ec,Salsa Con Fuego,Latin American Restaurant
172,Bronx,University Heights,4bcf761b41b9ef3b547af8e5,Liberato,Latin American Restaurant
173,Bronx,University Heights,4c2f8b1b7cc0c9b6a1eaeb9a,Accra Resturant,African Restaurant
174,Bronx,University Heights,4cb2beaadedbef3bca7c9d40,Papaye Restaurant,African Restaurant
175,Bronx,University Heights,4c9fcdfc8afca09381840d16,Liberato,Spanish Restaurant
176,Bronx,University Heights,4c6c82f56af58cfac5248717,Elsa La Reina Del Chicharrón (Elsa The Queen Of Pork Rind),Spanish Restaurant
177,Bronx,University Heights,4c20227fbd9d9521cd66983f,McDonald's,Fast Food Restaurant
178,Bronx,University Heights,4cd21cee1ac7a1cd743b2392,El Nuevo Valle,Spanish Restaurant
179,Bronx,University Heights,51bb6825498ed58abb163838,Lulo Restaurant,Restaurant
180,Bronx,University Heights,548f1ac3498e6a8ec9feb45f,Kennedy - Fried Chicken And Pizza,Fast Food Restaurant
181,Bronx,University Heights,4bd68097637ba5939359f870,McDonald's,Fast Food Restaurant
182,Bronx,Morris Heights,4e39863dae60f589a5dc0dcb,Yoly Restaurant,Spanish Restaurant
183,Bronx,Morris Heights,4b298f71f964a520eba024e3,Golan Heights,Middle Eastern Restaurant
184,Bronx,Morris Heights,4babfacaf964a5203bdb3ae3,Chop Chop,Asian Restaurant
185,Bronx,Morris Heights,4bc3642af8219c743b05b610,Wendy's,Fast Food Restaurant
186,Bronx,Morris Heights,4cd21cee1ac7a1cd743b2392,El Nuevo Valle,Spanish Restaurant
187,Bronx,Morris Heights,4c9279dfd2e1a1439cbeca26,McDonald's,Fast Food Restaurant
188,Bronx,Morris Heights,4bd68097637ba5939359f870,McDonald's,Fast Food Restaurant
189,Bronx,Morris Heights,4f32940619836c91c7e579dd,Sal Y Pimienta (Bar & Restaurant),Restaurant
190,Bronx,Morris Heights,4d7fef5a9d78a35d4c11390f,Jerome's Tropical  Restaurant,Spanish Restaurant
191,Bronx,Morris Heights,53cd51b9498e2f7c6ab52bbd,Seafood House,Seafood Restaurant
192,Bronx,Morris Heights,532ccb38498ee6ee99f3e98f,Las Sirenas Mexican,Mexican Restaurant
193,Bronx,Morris Heights,5066531ee4b087b187399f45,D Angies Resturant,Latin American Restaurant
194,Bronx,Morris Heights,4ded52a2ae6052cbed0423a8,China Wang,Chinese Restaurant
195,Bronx,Fordham,4b45e6e5f964a520fc1126e3,188 Bakery Cuchifritos,Latin American Restaurant
196,Bronx,Fordham,4cb2beaadedbef3bca7c9d40,Papaye Restaurant,African Restaurant
197,Bronx,Fordham,566f33e7498e44c2501bda81,Panda Express,Chinese Restaurant
198,Bronx,Fordham,4acf80aef964a52025d420e3,Tino's Delicatessen,Italian Restaurant
199,Bronx,Fordham,4aee2a4bf964a520a2d221e3,Com Tam Ninh Kieu,Vietnamese Restaurant
200,Bronx,Fordham,56819cbf498e3605c5fbab32,Checkers,Fast Food Restaurant
201,Bronx,Fordham,4bb6470cef159c7465b275f7,Calabria Pork Store,Italian Restaurant
202,Bronx,Fordham,4cf9d4d12d80a14383df40d8,Kasike Mofongo House,Spanish Restaurant
203,Bronx,Fordham,4af71916f964a520cf0522e3,Michaelangelo's Coal Fired Brick Oven Pizza Restaurant,Italian Restaurant
204,Bronx,Fordham,4aa425bef964a5208e4520e3,Dominick's Restaurant,Italian Restaurant
205,Bronx,Fordham,4dfd3a33aeb7594e86230769,Little China City,Chinese Restaurant
206,Bronx,Fordham,4b5514c4f964a5207cda27e3,Enzo's,Italian Restaurant
207,Bronx,Fordham,4c3d6ba2933b0f47326ae521,White Castle,Fast Food Restaurant
208,Bronx,Fordham,4b5a4c8ff964a52049bb28e3,Emilia's Restaurant,Italian Restaurant
209,Bronx,Fordham,4b660f70f964a52061112be3,Parilla Latina,Latin American Restaurant
210,Bronx,Fordham,4c9b9e7b9c663704b90463fd,Gerbasi Ristorante,Italian Restaurant
211,Bronx,Fordham,4c9fcdfc8afca09381840d16,Liberato,Spanish Restaurant
212,Bronx,Fordham,4e4d0392bd413c4cc66dfde5,Shalon Restaurant,Spanish Restaurant
213,Bronx,Fordham,4c6c82f56af58cfac5248717,Elsa La Reina Del Chicharrón (Elsa The Queen Of Pork Rind),Spanish Restaurant
214,Bronx,Fordham,4bab5b5bf964a520fba23ae3,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant
215,Bronx,Fordham,4bb7b71998c7ef3bf03e3002,Three  Spanish  Restaurant,Spanish Restaurant
216,Bronx,Fordham,5529d964498ec65bfc27ad91,Chipotle Mexican Grill,Mexican Restaurant
217,Bronx,Fordham,4bc67f1104e8b713a833362d,Ann & Tony's - An Original Arthur Avenue Restaurant,Italian Restaurant
218,Bronx,Fordham,58ddb2e4a4367c31f23f23b5,Clinton Hall,American Restaurant
219,Bronx,East Tremont,4c0e61177189c928b05ad8b6,El Nuevo Bohio,Paella Restaurant
220,Bronx,East Tremont,4b86d682f964a520b5a031e3,Wendy's,Fast Food Restaurant
221,Bronx,East Tremont,559585a6498e27a432a3d616,Checkers,Fast Food Restaurant
222,Bronx,East Tremont,54d55b4a498ec10669e36641,Taco Bell,Fast Food Restaurant
223,Bronx,East Tremont,51fe6ad8498ee165238b218a,Roy's Restaurant,Latin American Restaurant
224,Bronx,East Tremont,56aa8daf498e4f517d3418b8,Burger King,Fast Food Restaurant
225,Bronx,East Tremont,4b8956c2f964a520d62c32e3,The Dancing Crane Cafe,American Restaurant
226,Bronx,East Tremont,4c406ea5520fa5938000c8ac,Wild Asia Cafe,Fast Food Restaurant
227,Bronx,West Farms,4c0e61177189c928b05ad8b6,El Nuevo Bohio,Paella Restaurant
228,Bronx,West Farms,54d55b4a498ec10669e36641,Taco Bell,Fast Food Restaurant
229,Bronx,West Farms,56aa8daf498e4f517d3418b8,Burger King,Fast Food Restaurant
230,Bronx,West Farms,51fe6ad8498ee165238b218a,Roy's Restaurant,Latin American Restaurant
231,Bronx,High  Bridge,4e45be7f7d8b91a065860b86,Wholly guacamole,Mexican Restaurant
232,Bronx,High  Bridge,4ab659aff964a520b17620e3,Hard Rock Cafe Yankee Stadium,Theme Restaurant
233,Bronx,High  Bridge,4c1010f5ce57c928f94681d2,The Feeding Tree,Caribbean Restaurant
234,Bronx,Melrose,4b46a46ef964a5201d2626e3,Xochimilco Family Restaurant,Mexican Restaurant
235,Bronx,Melrose,5956be26123a195de6701c2b,Porto Salvo,Italian Restaurant
236,Bronx,Melrose,4bf1b1ef3fa220a150991820,Mexicocina,Mexican Restaurant
237,Bronx,Melrose,4ba52d35f964a52002e838e3,El Valle Restaurant,Spanish Restaurant
238,Bronx,Melrose,54bc5fe2498e8ddf27d64304,Mexicozina Taqueria,Mexican Restaurant
239,Bronx,Melrose,50494b11805554bc694d756f,Seis Vecinos Restaurant,Latin American Restaurant
240,Bronx,Melrose,50746051f13668d669c6b9ed,Mexicocina,Mexican Restaurant
241,Bronx,Melrose,5591837d498ee4167d48bb73,Cinco de Mayo,Mexican Restaurant
242,Bronx,Melrose,4bb692672ea19521a6ecab2f,Venice Restaurant & Pizzeria,Italian Restaurant
243,Bronx,Melrose,566dd8f6498e0ceea939565d,Boston Market,American Restaurant
244,Bronx,Melrose,4ce9aeae678aa093b7a0efea,Merry Land Buffet,Chinese Restaurant
245,Bronx,Melrose,4c6d654f65eda093577b4ed0,McDonald's,Fast Food Restaurant
246,Bronx,Melrose,4c229cd213c00f4706cf87de,McDonald's,Fast Food Restaurant
247,Bronx,Melrose,4d85566d40a7a35d5f891fbe,Paloma's Pasta Cafe,Latin American Restaurant
248,Bronx,Melrose,4e760eb418506506ccae1213,El Atoradera,Mexican Restaurant
249,Bronx,Melrose,563ba7d9cd109b358ed35cd5,Lupita's Restaurant,Mexican Restaurant
250,Bronx,Melrose,4f90012be4b054d987c6bfc4,Lechonera y Pollo,Spanish Restaurant
251,Bronx,Melrose,4cfece683f846dcb83408d37,Great Wall Chinese Food,Chinese Restaurant
252,Bronx,Melrose,515dcb99e4b01a47788577c4,Ruinas de Copán,Latin American Restaurant
253,Bronx,Melrose,4d8c0a6e9f3fb1f7f646ffbc,Little Chopsticks Kitchen,Chinese Restaurant
254,Bronx,Melrose,4dab2c191e72c1ab9c0481bc,Good Taste Chinese Restaurant,Chinese Restaurant
255,Bronx,Melrose,506f4ac1e4b09f6bb9d4241a,Merryland Buffet,Chinese Restaurant
256,Bronx,Mott Haven,4bb28791715eef3b9f5e85bb,Pio Pio,Peruvian Restaurant
257,Bronx,Mott Haven,4c0952f0bbc676b0b30148d5,La Morada,Mexican Restaurant
258,Bronx,Mott Haven,4bf1b1ef3fa220a150991820,Mexicocina,Mexican Restaurant
259,Bronx,Mott Haven,4f9de99ae4b08ea03a934ce3,Ceetay,Asian Restaurant
260,Bronx,Mott Haven,4ba52d35f964a52002e838e3,El Valle Restaurant,Spanish Restaurant
261,Bronx,Mott Haven,50746051f13668d669c6b9ed,Mexicocina,Mexican Restaurant
262,Bronx,Mott Haven,4e6acfb1ae60950955a9b02b,Wish 37,Italian Restaurant
263,Bronx,Mott Haven,4d2e531979dd6ea8795588d3,Checkers,Fast Food Restaurant
264,Bronx,Mott Haven,4e0a2d13a809495e61abc928,New Wok,Chinese Restaurant
265,Bronx,Mott Haven,4b7ee622f964a520f30730e3,Rincon Ecuatoriano,Latin American Restaurant
266,Bronx,Mott Haven,4ddaa9ccd1647fcf3e96c5c8,Walnut Bus Stop,Restaurant
267,Bronx,Mott Haven,4cb9f384f50e224be1bbf0fb,Chung Ching Restaurant,Chinese Restaurant
268,Bronx,Mott Haven,4d8e80a05091a1cd43f49101,King Steak,American Restaurant
269,Bronx,Mott Haven,4c617d6c13791b8dc90a52af,Burger King,Fast Food Restaurant
270,Bronx,Port Morris,4bb28791715eef3b9f5e85bb,Pio Pio,Peruvian Restaurant
271,Bronx,Port Morris,4ddaa9ccd1647fcf3e96c5c8,Walnut Bus Stop,Restaurant
272,Bronx,Port Morris,4b7ee622f964a520f30730e3,Rincon Ecuatoriano,Latin American Restaurant
273,Bronx,Port Morris,4dacdbecf7b17c2b98562401,Caridad,Latin American Restaurant
274,Bronx,Port Morris,4db8a9470437609120f134d3,No. 1 Wok,Chinese Restaurant
275,Bronx,Port Morris,4c7e52e19221236a15b4813d,Kennedy Fried Chicken,Restaurant
